Raw Accuracy Yes answers 0;Raw Accuracy No answers 0;Raw Accuracy All answers 0;Percent Accuracy Yes answers 0;Percent Accuracy No answers 0;Percent Accuracy All answers 0;Mean reaction time correct yes answers 0;Mean reaction time incorrect yes answers 0;Mean reaction time correct no answers 0;Mean reaction time incorrect no answers 0;Mean reaction time all answers 0;;;
Correct Yes : 3 / Incorrect Yes : 3;Correct No : 11 / Incorrect No : 3;Correct : 14 / Incorrect : 6;50;78,57143;70;0,2952185;0,34122;0,4680425;0,4118514;0,4146668

