Raw Accuracy Yes answers1;Raw Accuracy No answers1;Raw Accuracy All answers1;Percent Accuracy Yes answers1;Percent Accuracy No answers1;Percent Accuracy All answers1;Mean reaction time correct yes answers1;Mean reaction time incorrect yes answers1;Mean reaction time correct no answers1;Mean reaction time incorrect no answers1;Mean reaction time all answers1;;;
Correct Yes : 1 / Incorrect Yes : 5;Correct No : 0 / Incorrect No : 14;Correct : 1 / Incorrect : 19;16,66667;0;5;0,5000001;0,1919999;0;0,04571428;0,105

