Raw Accuracy Yes answers1;Raw Accuracy No answers1;Raw Accuracy All answers1;Percent Accuracy Yes answers1;Percent Accuracy No answers1;Percent Accuracy All answers1;Mean reaction time correct yes answers1;Mean reaction time incorrect yes answers1;Mean reaction time correct no answers1;Mean reaction time incorrect no answers1;Mean reaction time all answers1;;;
Correct Yes : 5 / Incorrect Yes : 1;Correct No : 12 / Incorrect No : 2;Correct : 17 / Incorrect : 3;83,33334;85,71429;85;0,07600001;0,4400001;0,045;0,29;0,097

