Raw Accuracy Yes answers2;Raw Accuracy No answers2;Raw Accuracy All answers2;Percent Accuracy Yes answers2;Percent Accuracy No answers2;Percent Accuracy All answers2;Mean reaction time correct yes answers2;Mean reaction time incorrect yes answers2;Mean reaction time correct no answers2;Mean reaction time incorrect no answers2;Mean reaction time all answers2;;;
Correct Yes : 0 / Incorrect Yes : 7;Correct No : 20 / Incorrect No : 0;Correct : 20 / Incorrect : 7;0;100;74,07407;0;0,005714286;0,03599999;0;0,02814814

