Raw Accuracy Yes answers1;Raw Accuracy No answers1;Raw Accuracy All answers1;Percent Accuracy Yes answers1;Percent Accuracy No answers1;Percent Accuracy All answers1;Mean reaction time correct yes answers1;Mean reaction time incorrect yes answers1;Mean reaction time correct no answers1;Mean reaction time incorrect no answers1;Mean reaction time all answers1;;;
Correct Yes : 5 / Incorrect Yes : 1;Correct No : 13 / Incorrect No : 1;Correct : 18 / Incorrect : 2;83,33334;92,85714;90;0,464;0,6;0,5369231;0,6999999;0,53

