Raw Accuracy Yes answers 2;Raw Accuracy No answers 2;Raw Accuracy All answers 2;Percent Accuracy Yes answers 2;Percent Accuracy No answers 2;Percent Accuracy All answers 2;Mean reaction time correct yes answers 2;Mean reaction time incorrect yes answers 2;Mean reaction time correct no answers 2;Mean reaction time incorrect no answers 2;Mean reaction time all answers 2;;;
Correct Yes : 3 / Incorrect Yes : 9;Correct No : 17 / Incorrect No : 9;Correct : 20 / Incorrect : 18;25;65,38461;52,63158;0,3112665;0,4640272;0,3946505;0,3589512;0,3960438

